idx,sport,name_away,odd_away,odd_home,name_home,etl_dttm
388249,美國職棒,Chicago Cubs,1.95,1.55,New York Yankees,2023-7-9 12:49:00
388250,美國職棒,Philadelphia Phillies,1.85,1.65,Miami Marlins,2023-7-9 12:49:00
388252,美國職棒,Atlanta Braves,1.8,1.7,Tampa Bay Rays,2023-7-9 12:49:00
388253,美國職棒,Toronto Blue Jays,1.55,1.95,Detroit Tigers,2023-7-9 12:49:00
388247,美國職棒,St. Louis Cardinals,1.95,1.55,Chicago White Sox,2023-7-9 12:49:00
388251,美國職棒,Baltimore Orioles,2.15,1.45,Minnesota Twins,2023-7-9 12:49:00
388254,美國職棒,Seattle Mariners,1.65,1.85,Houston Astros,2023-7-9 12:49:00
388246,美國職棒,Colorado Rockies,3.0,1.22,San Francisco Giants,2023-7-9 12:49:00
388255,美國職棒,New York Mets,1.85,1.65,San Diego Padres,2023-7-9 12:49:00
388325,太平洋聯盟,Saitama Seibu Lions,2.15,1.45,Fukuoka Softbank Hawks,2023-7-10 05:33:00
388337,中央聯盟,Hiroshima Toyo Carp,1.65,1.85,Yomiuri Giants,2023-7-11 01:02:21
388338,太平洋聯盟,Tohoku Rakuten Golden Eagles,1.8,1.7,Hokkaido Nippon-Ham Fighters,2023-7-11 01:02:21
388339,太平洋聯盟,Chiba Lotte Marines,1.9,1.6,Orix Buffaloes,2023-7-11 01:02:21
388340,中央聯盟,Yokohama Dena Baystars,2.05,1.5,Hanshin Tigers,2023-7-11 01:02:21
388341,中央聯盟,Chunichi Dragons,1.9,1.6,Tokyo Yakult Swallows,2023-7-11 01:02:21
388342,韓國職棒,Hanwha Eagles,2.7,1.28,LG Twins,2023-7-11 01:02:21
388343,韓國職棒,Doosan Bears,1.7,1.8,SSG Landers,2023-7-11 01:02:21
388344,韓國職棒,Lotte Giants,2.05,1.5,NC Dinos,2023-7-11 01:02:21
388345,韓國職棒,Samsung Lions,2.05,1.5,Kia Tigers,2023-7-11 01:02:21
388346,韓國職棒,KT Wiz,2.15,1.45,Kiwoom Heroes,2023-7-11 01:02:21
388348,全明星賽,National League All Star team,1.8,1.7,American League All Star team,2023-7-11 01:02:21
388337,中央聯盟,Hiroshima Toyo Carp,1.65,1.85,Yomiuri Giants,2023-7-11 05:32:24
388338,太平洋聯盟,Tohoku Rakuten Golden Eagles,1.8,1.7,Hokkaido Nippon-Ham Fighters,2023-7-11 05:32:24
388339,太平洋聯盟,Chiba Lotte Marines,1.9,1.6,Orix Buffaloes,2023-7-11 05:32:24
388340,中央聯盟,Yokohama Dena Baystars,2.05,1.5,Hanshin Tigers,2023-7-11 05:32:24
388341,中央聯盟,Chunichi Dragons,1.9,1.6,Tokyo Yakult Swallows,2023-7-11 05:32:24
388342,韓國職棒,Hanwha Eagles,2.7,1.28,LG Twins,2023-7-11 05:32:24
388343,韓國職棒,Doosan Bears,1.7,1.8,SSG Landers,2023-7-11 05:32:24
388344,韓國職棒,Lotte Giants,2.05,1.5,NC Dinos,2023-7-11 05:32:24
388345,韓國職棒,Samsung Lions,2.05,1.5,Kia Tigers,2023-7-11 05:32:24
388346,韓國職棒,KT Wiz,2.15,1.45,Kiwoom Heroes,2023-7-11 05:32:24
388348,全明星賽,National League All Star team,1.7,1.8,American League All Star team,2023-7-11 05:32:24
388348,全明星賽,National League All Star team,1.7,1.8,American League All Star team,2023-7-11 12:54:53
388388,太平洋聯盟,Tohoku Rakuten Golden Eagles,1.75,1.75,Hokkaido Nippon-Ham Fighters,2023-7-12 05:33:19
388389,太平洋聯盟,Chiba Lotte Marines,1.45,2.15,Orix Buffaloes,2023-7-12 05:33:19
388390,中央聯盟,Yokohama Dena Baystars,1.8,1.7,Hanshin Tigers,2023-7-12 05:33:19
388391,中央聯盟,Chunichi Dragons,2.05,1.5,Tokyo Yakult Swallows,2023-7-12 05:33:19
388392,中央聯盟,Hiroshima Toyo Carp,1.8,1.7,Yomiuri Giants,2023-7-12 05:33:19
388404,太平洋聯盟,Saitama Seibu Lions,2.15,1.45,Fukuoka Softbank Hawks,2023-7-12 05:33:19
388383,韓國職棒,Hanwha Eagles,2.3,1.4,LG Twins,2023-7-12 05:33:19
388384,韓國職棒,Doosan Bears,1.75,1.75,SSG Landers,2023-7-12 05:33:19
388385,韓國職棒,Lotte Giants,2.15,1.45,NC Dinos,2023-7-12 05:33:19
388386,韓國職棒,Samsung Lions,2.3,1.4,Kia Tigers,2023-7-12 05:33:19
388387,韓國職棒,KT Wiz,1.8,1.7,Kiwoom Heroes,2023-7-12 05:33:19
388442,太平洋聯盟,Tohoku Rakuten Golden Eagles,1.8,1.7,Hokkaido Nippon-Ham Fighters,2023-7-13 00:54:23
388443,太平洋聯盟,Saitama Seibu Lions,2.05,1.5,Fukuoka Softbank Hawks,2023-7-13 00:54:23
388444,太平洋聯盟,Chiba Lotte Marines,2.15,1.45,Orix Buffaloes,2023-7-13 00:54:23
388445,中央聯盟,Yokohama Dena Baystars,1.95,1.55,Hanshin Tigers,2023-7-13 00:54:23
388446,中央聯盟,Chunichi Dragons,1.8,1.7,Tokyo Yakult Swallows,2023-7-13 00:54:23
388447,中央聯盟,Hiroshima Toyo Carp,1.95,1.55,Yomiuri Giants,2023-7-13 00:54:23
388437,韓國職棒,Hanwha Eagles,2.05,1.5,LG Twins,2023-7-13 00:54:23
388438,韓國職棒,Doosan Bears,1.7,1.8,SSG Landers,2023-7-13 00:54:23
388439,韓國職棒,Lotte Giants,1.75,1.75,NC Dinos,2023-7-13 00:54:23
388440,韓國職棒,Samsung Lions,2.05,1.5,Kia Tigers,2023-7-13 00:54:23
388441,韓國職棒,KT Wiz,1.6,1.9,Kiwoom Heroes,2023-7-13 00:54:23
388443,太平洋聯盟,Saitama Seibu Lions,2.05,1.5,Fukuoka Softbank Hawks,2023-7-13 05:32:43
388444,太平洋聯盟,Chiba Lotte Marines,2.15,1.45,Orix Buffaloes,2023-7-13 05:32:43
388445,中央聯盟,Yokohama Dena Baystars,2.05,1.5,Hanshin Tigers,2023-7-13 05:32:43
388446,中央聯盟,Chunichi Dragons,1.8,1.7,Tokyo Yakult Swallows,2023-7-13 05:32:43
388447,中央聯盟,Hiroshima Toyo Carp,1.95,1.55,Yomiuri Giants,2023-7-13 05:32:43
388437,韓國職棒,Hanwha Eagles,2.05,1.5,LG Twins,2023-7-13 05:32:43
388438,韓國職棒,Doosan Bears,1.7,1.8,SSG Landers,2023-7-13 05:32:43
388439,韓國職棒,Lotte Giants,1.75,1.75,NC Dinos,2023-7-13 05:32:43
388440,韓國職棒,Samsung Lions,2.05,1.5,Kia Tigers,2023-7-13 05:32:43
388441,韓國職棒,KT Wiz,1.6,1.9,Kiwoom Heroes,2023-7-13 05:32:43
388579,美國職棒,San Diego Padres,1.7,1.8,Philadelphia Phillies,2023-7-14 05:32:38
388580,美國職棒,San Francisco Giants,1.65,1.85,Pittsburgh Pirates,2023-7-14 05:32:38
388581,美國職棒,Miami Marlins,1.85,1.65,Baltimore Orioles,2023-7-14 05:32:38
388582,美國職棒,Los Angeles Dodgers,1.6,1.9,New York Mets,2023-7-14 05:32:38
388583,美國職棒,Milwaukee Brewers,1.65,1.85,Cincinnati Reds,2023-7-14 05:32:38
388584,美國職棒,Chicago White Sox,2.85,1.25,Atlanta Braves,2023-7-14 05:32:38
388585,美國職棒,Cleveland Guardians,2.05,1.5,Texas Rangers,2023-7-14 05:32:38
388586,美國職棒,Boston Red Sox,1.65,1.85,Chicago Cubs,2023-7-14 05:32:38
388587,美國職棒,Tampa Bay Rays,1.22,3.0,Kansas City Royals,2023-7-14 05:32:38
388588,美國職棒,New York Yankees,1.35,2.45,Colorado Rockies,2023-7-14 05:32:38
388589,美國職棒,Houston Astros,2.05,1.5,Los Angeles Angels,2023-7-14 05:32:38
388590,美國職棒,Detroit Tigers,2.3,1.4,Seattle Mariners,2023-7-14 05:32:38
388579,美國職棒,San Diego Padres,1.7,1.8,Philadelphia Phillies,2023-7-14 12:53:49
388580,美國職棒,San Francisco Giants,1.65,1.85,Pittsburgh Pirates,2023-7-14 12:53:49
388581,美國職棒,Miami Marlins,1.9,1.6,Baltimore Orioles,2023-7-14 12:53:49
388582,美國職棒,Los Angeles Dodgers,1.6,1.9,New York Mets,2023-7-14 12:53:49
388583,美國職棒,Milwaukee Brewers,1.65,1.85,Cincinnati Reds,2023-7-14 12:53:49
388584,美國職棒,Chicago White Sox,3.0,1.22,Atlanta Braves,2023-7-14 12:53:49
388585,美國職棒,Cleveland Guardians,2.05,1.5,Texas Rangers,2023-7-14 12:53:49
388586,美國職棒,Boston Red Sox,1.65,1.85,Chicago Cubs,2023-7-14 12:53:49
388587,美國職棒,Tampa Bay Rays,1.2,3.1,Kansas City Royals,2023-7-14 12:53:49
388588,美國職棒,New York Yankees,1.35,2.45,Colorado Rockies,2023-7-14 12:53:49
388589,美國職棒,Houston Astros,2.05,1.5,Los Angeles Angels,2023-7-14 12:53:49
388590,美國職棒,Detroit Tigers,2.3,1.4,Seattle Mariners,2023-7-14 12:53:49
388653,中央聯盟,Hiroshima Toyo Carp,2.3,1.4,Yokohama Dena Baystars,2023-7-15 05:32:53
388654,太平洋聯盟,Tohoku Rakuten Golden Eagles,1.9,1.6,Chiba Lotte Marines,2023-7-15 05:32:53
388655,太平洋聯盟,Hokkaido Nippon-Ham Fighters,1.75,1.75,Saitama Seibu Lions,2023-7-15 05:32:53
388656,中央聯盟,Chunichi Dragons,1.9,1.6,Hanshin Tigers,2023-7-15 05:32:53
388657,中央聯盟,Yomiuri Giants,1.9,1.6,Tokyo Yakult Swallows,2023-7-15 05:32:53
388684,美國職棒,San Diego Padres,1.6,1.9,Philadelphia Phillies,2023-7-15 05:32:53
388691,美國職棒,Arizona Diamondbacks,2.15,1.45,Toronto Blue Jays,2023-7-15 05:32:53
388692,美國職棒,Cleveland Guardians,2.15,1.45,Texas Rangers,2023-7-15 05:32:53
388689,美國職棒,Miami Marlins,1.85,1.65,Baltimore Orioles,2023-7-15 05:32:53
388690,美國職棒,San Francisco Giants,1.45,2.15,Pittsburgh Pirates,2023-7-15 05:32:53
388685,美國職棒,Milwaukee Brewers,1.85,1.65,Cincinnati Reds,2023-7-15 05:32:53
388688,美國職棒,Chicago White Sox,3.1,1.2,Atlanta Braves,2023-7-15 05:32:53
388693,美國職棒,New York Yankees,1.45,2.15,Colorado Rockies,2023-7-15 05:32:53
388687,美國職棒,Houston Astros,1.6,1.9,Los Angeles Angels,2023-7-15 05:32:53
388686,美國職棒,Detroit Tigers,2.45,1.35,Seattle Mariners,2023-7-15 05:32:53
388684,美國職棒,San Diego Padres,1.6,1.9,Philadelphia Phillies,2023-7-15 12:49:55
388696,美國職棒,Boston Red Sox,1.75,1.75,Chicago Cubs,2023-7-15 12:49:55
388691,美國職棒,Arizona Diamondbacks,1.95,1.55,Toronto Blue Jays,2023-7-15 12:49:55
388692,美國職棒,Cleveland Guardians,2.15,1.45,Texas Rangers,2023-7-15 12:49:55
388689,美國職棒,Miami Marlins,1.85,1.65,Baltimore Orioles,2023-7-15 12:49:55
388690,美國職棒,San Francisco Giants,1.45,2.15,Pittsburgh Pirates,2023-7-15 12:49:55
388685,美國職棒,Milwaukee Brewers,1.9,1.6,Cincinnati Reds,2023-7-15 12:49:55
388688,美國職棒,Chicago White Sox,3.1,1.2,Atlanta Braves,2023-7-15 12:49:55
388693,美國職棒,New York Yankees,1.45,2.15,Colorado Rockies,2023-7-15 12:49:55
388687,美國職棒,Houston Astros,1.5,2.05,Los Angeles Angels,2023-7-15 12:49:55
388686,美國職棒,Detroit Tigers,2.45,1.35,Seattle Mariners,2023-7-15 12:49:55
388734,中央聯盟,Hiroshima Toyo Carp,2.3,1.4,Yokohama Dena Baystars,2023-7-16 05:31:21
388735,太平洋聯盟,Tohoku Rakuten Golden Eagles,1.75,1.75,Chiba Lotte Marines,2023-7-16 05:31:21
388736,太平洋聯盟,Hokkaido Nippon-Ham Fighters,1.85,1.65,Saitama Seibu Lions,2023-7-16 05:31:21
388737,中央聯盟,Chunichi Dragons,1.95,1.55,Hanshin Tigers,2023-7-16 05:31:21
388738,中央聯盟,Yomiuri Giants,1.75,1.75,Tokyo Yakult Swallows,2023-7-16 05:31:21
388740,美國職棒,Chicago White Sox,2.15,1.45,Atlanta Braves,2023-7-16 05:31:21
388742,美國職棒,San Diego Padres,2.05,1.5,Philadelphia Phillies,2023-7-16 05:31:21
388743,美國職棒,Arizona Diamondbacks,2.15,1.45,Toronto Blue Jays,2023-7-16 05:31:21
388745,美國職棒,Milwaukee Brewers,1.95,1.55,Cincinnati Reds,2023-7-16 05:31:21
388746,美國職棒,Los Angeles Dodgers,1.85,1.65,New York Mets,2023-7-16 05:31:21
388762,美國職棒,Tampa Bay Rays,1.35,2.45,Kansas City Royals,2023-7-16 05:31:21
388741,美國職棒,Washington Nationals,2.45,1.35,St. Louis Cardinals,2023-7-16 05:31:21
388744,美國職棒,Boston Red Sox,2.05,1.5,Chicago Cubs,2023-7-16 05:31:21
388747,美國職棒,Cleveland Guardians,1.9,1.6,Texas Rangers,2023-7-16 05:31:21
388748,美國職棒,New York Yankees,1.3,2.6,Colorado Rockies,2023-7-16 05:31:21
388749,美國職棒,Minnesota Twins,1.35,2.45,Oakland Athletics,2023-7-16 05:31:21
388751,美國職棒,Detroit Tigers,2.45,1.35,Seattle Mariners,2023-7-16 05:31:21
388750,美國職棒,Houston Astros,1.5,2.05,Los Angeles Angels,2023-7-16 05:31:21
388740,美國職棒,Chicago White Sox,2.3,1.4,Atlanta Braves,2023-7-16 12:49:36
388742,美國職棒,San Diego Padres,1.95,1.55,Philadelphia Phillies,2023-7-16 12:49:36
388743,美國職棒,Arizona Diamondbacks,2.05,1.5,Toronto Blue Jays,2023-7-16 12:49:36
388745,美國職棒,Milwaukee Brewers,1.95,1.55,Cincinnati Reds,2023-7-16 12:49:36
388746,美國職棒,Los Angeles Dodgers,1.85,1.65,New York Mets,2023-7-16 12:49:36
388762,美國職棒,Tampa Bay Rays,1.35,2.45,Kansas City Royals,2023-7-16 12:49:36
388741,美國職棒,Washington Nationals,2.3,1.4,St. Louis Cardinals,2023-7-16 12:49:36
388744,美國職棒,Boston Red Sox,2.15,1.45,Chicago Cubs,2023-7-16 12:49:36
388747,美國職棒,Cleveland Guardians,1.9,1.6,Texas Rangers,2023-7-16 12:49:36
388748,美國職棒,New York Yankees,1.28,2.7,Colorado Rockies,2023-7-16 12:49:36
388749,美國職棒,Minnesota Twins,1.35,2.45,Oakland Athletics,2023-7-16 12:49:36
388751,美國職棒,Detroit Tigers,2.45,1.35,Seattle Mariners,2023-7-16 12:49:36
388750,美國職棒,Houston Astros,1.5,2.05,Los Angeles Angels,2023-7-16 12:49:36
388827,太平洋聯盟,Tohoku Rakuten Golden Eagles,1.95,1.55,Chiba Lotte Marines,2023-7-17 05:32:36
388828,中央聯盟,Hiroshima Toyo Carp,1.95,1.55,Yokohama Dena Baystars,2023-7-17 05:32:36
388829,太平洋聯盟,Hokkaido Nippon-Ham Fighters,1.75,1.75,Saitama Seibu Lions,2023-7-17 05:32:36
388830,中央聯盟,Chunichi Dragons,1.85,1.65,Hanshin Tigers,2023-7-17 05:32:36
388831,中央聯盟,Yomiuri Giants,1.55,1.95,Tokyo Yakult Swallows,2023-7-17 05:32:36
388868,美國職棒,Los Angeles Dodgers,1.75,1.75,Baltimore Orioles,2023-7-17 05:32:36
388832,美國職棒,San Francisco Giants,1.5,2.05,Cincinnati Reds,2023-7-17 05:32:36
388869,美國職棒,Miami Marlins,1.85,1.65,St. Louis Cardinals,2023-7-17 05:32:36
388833,美國職棒,Tampa Bay Rays,1.65,1.85,Texas Rangers,2023-7-17 05:32:36
388834,美國職棒,Washington Nationals,2.05,1.5,Chicago Cubs,2023-7-17 05:32:36
388835,美國職棒,Detroit Tigers,1.65,1.85,Kansas City Royals,2023-7-17 05:32:36
388870,美國職棒,New York Yankees,1.85,1.65,Los Angeles Angels,2023-7-17 05:32:36
388836,美國職棒,Minnesota Twins,1.9,1.6,Seattle Mariners,2023-7-17 05:32:36
388868,美國職棒,Los Angeles Dodgers,1.75,1.75,Baltimore Orioles,2023-7-17 12:56:56
388882,美國職棒,Cleveland Guardians,1.65,1.85,Pittsburgh Pirates,2023-7-17 12:56:56
388869,美國職棒,Miami Marlins,1.85,1.65,St. Louis Cardinals,2023-7-17 12:56:56
388833,美國職棒,Tampa Bay Rays,1.65,1.85,Texas Rangers,2023-7-17 12:56:56
388834,美國職棒,Washington Nationals,2.05,1.5,Chicago Cubs,2023-7-17 12:56:56
388835,美國職棒,Detroit Tigers,1.6,1.9,Kansas City Royals,2023-7-17 12:56:56
388870,美國職棒,New York Yankees,1.85,1.65,Los Angeles Angels,2023-7-17 12:56:56
388836,美國職棒,Minnesota Twins,1.9,1.6,Seattle Mariners,2023-7-17 12:56:56
388917,美國職棒,Milwaukee Brewers,2.45,1.35,Philadelphia Phillies,2023-7-18 05:31:06
388918,美國職棒,Los Angeles Dodgers,1.85,1.65,Baltimore Orioles,2023-7-18 05:31:06
388919,美國職棒,San Diego Padres,1.7,1.8,Toronto Blue Jays,2023-7-18 05:31:06
388920,美國職棒,San Francisco Giants,1.55,1.95,Cincinnati Reds,2023-7-18 05:31:06
388921,美國職棒,Chicago White Sox,1.85,1.65,New York Mets,2023-7-18 05:31:06
388922,美國職棒,Arizona Diamondbacks,2.45,1.35,Atlanta Braves,2023-7-18 05:31:06
388923,美國職棒,Tampa Bay Rays,1.9,1.6,Texas Rangers,2023-7-18 05:31:06
388924,美國職棒,Detroit Tigers,1.5,2.05,Kansas City Royals,2023-7-18 05:31:06
388925,美國職棒,New York Yankees,1.7,1.8,Los Angeles Angels,2023-7-18 05:31:06
388926,美國職棒,Minnesota Twins,1.85,1.65,Seattle Mariners,2023-7-18 05:31:06
388917,美國職棒,Milwaukee Brewers,2.45,1.35,Philadelphia Phillies,2023-7-18 12:51:28
388918,美國職棒,Los Angeles Dodgers,1.9,1.6,Baltimore Orioles,2023-7-18 12:51:28
388938,美國職棒,Cleveland Guardians,1.8,1.7,Pittsburgh Pirates,2023-7-18 12:51:28
388919,美國職棒,San Diego Padres,1.65,1.85,Toronto Blue Jays,2023-7-18 12:51:28
388920,美國職棒,San Francisco Giants,1.55,1.95,Cincinnati Reds,2023-7-18 12:51:28
388921,美國職棒,Chicago White Sox,1.85,1.65,New York Mets,2023-7-18 12:51:28
388922,美國職棒,Arizona Diamondbacks,2.6,1.3,Atlanta Braves,2023-7-18 12:51:28
388923,美國職棒,Tampa Bay Rays,1.95,1.55,Texas Rangers,2023-7-18 12:51:28
388924,美國職棒,Detroit Tigers,1.5,2.05,Kansas City Royals,2023-7-18 12:51:28
388925,美國職棒,New York Yankees,1.7,1.8,Los Angeles Angels,2023-7-18 12:51:28
388926,美國職棒,Minnesota Twins,1.85,1.65,Seattle Mariners,2023-7-18 12:51:28
389011,日本職棒全明星賽,Pacific League All Star team,1.6,1.9,Central League All Star Team,2023-7-19 05:30:53
389012,美國職棒,Cleveland Guardians,1.6,1.9,Pittsburgh Pirates,2023-7-19 05:30:53
389013,美國職棒,Los Angeles Dodgers,1.5,2.05,Baltimore Orioles,2023-7-19 05:30:53
389014,美國職棒,Houston Astros,1.45,2.15,Colorado Rockies,2023-7-19 05:30:53
389015,美國職棒,Boston Red Sox,1.3,2.6,Oakland Athletics,2023-7-19 05:30:53
389016,美國職棒,Milwaukee Brewers,2.3,1.4,Philadelphia Phillies,2023-7-19 05:30:53
389017,美國職棒,San Diego Padres,1.8,1.7,Toronto Blue Jays,2023-7-19 05:30:53
389018,美國職棒,Chicago White Sox,2.45,1.35,New York Mets,2023-7-19 05:30:53
389019,美國職棒,San Francisco Giants,1.7,1.8,Cincinnati Reds,2023-7-19 05:30:53
389020,美國職棒,Arizona Diamondbacks,2.45,1.35,Atlanta Braves,2023-7-19 05:30:53
389021,美國職棒,Detroit Tigers,1.5,2.05,Kansas City Royals,2023-7-19 05:30:53
389022,美國職棒,Minnesota Twins,2.05,1.5,Seattle Mariners,2023-7-19 05:30:53
389012,美國職棒,Cleveland Guardians,1.55,1.95,Pittsburgh Pirates,2023-7-19 12:48:37
389013,美國職棒,Los Angeles Dodgers,1.55,1.95,Baltimore Orioles,2023-7-19 12:48:37
389014,美國職棒,Houston Astros,1.45,2.15,Colorado Rockies,2023-7-19 12:48:37
389015,美國職棒,Boston Red Sox,1.3,2.6,Oakland Athletics,2023-7-19 12:48:37
389016,美國職棒,Milwaukee Brewers,2.15,1.45,Philadelphia Phillies,2023-7-19 12:48:37
389017,美國職棒,San Diego Padres,1.85,1.65,Toronto Blue Jays,2023-7-19 12:48:37
389018,美國職棒,Chicago White Sox,2.45,1.35,New York Mets,2023-7-19 12:48:37
389019,美國職棒,San Francisco Giants,1.7,1.8,Cincinnati Reds,2023-7-19 12:48:37
389020,美國職棒,Arizona Diamondbacks,2.6,1.3,Atlanta Braves,2023-7-19 12:48:37
389021,美國職棒,Detroit Tigers,1.5,2.05,Kansas City Royals,2023-7-19 12:48:37
389022,美國職棒,Minnesota Twins,2.05,1.5,Seattle Mariners,2023-7-19 12:48:37
389123,日本職棒全明星賽,Pacific League All Star team,1.55,1.95,Central League All Star Team,2023-7-20 05:30:52
389194,美國職棒,Arizona Diamondbacks,2.3,1.4,Atlanta Braves,2023-7-20 05:30:52
389195,美國職棒,San Francisco Giants,1.65,1.85,Cincinnati Reds,2023-7-20 05:30:52
389196,美國職棒,Milwaukee Brewers,1.9,1.6,Philadelphia Phillies,2023-7-20 05:30:52
389197,美國職棒,San Diego Padres,1.65,1.85,Toronto Blue Jays,2023-7-20 05:30:52
389198,美國職棒,Chicago White Sox,2.05,1.5,New York Mets,2023-7-20 05:30:52
389199,美國職棒,Minnesota Twins,1.95,1.55,Seattle Mariners,2023-7-20 05:30:52
389200,美國職棒,Baltimore Orioles,2.3,1.4,Tampa Bay Rays,2023-7-20 05:30:52
389201,美國職棒,St. Louis Cardinals,1.95,1.55,Chicago Cubs,2023-7-20 05:30:52
389202,美國職棒,Houston Astros,1.4,2.3,Oakland Athletics,2023-7-20 05:30:52
389194,美國職棒,Arizona Diamondbacks,2.3,1.4,Atlanta Braves,2023-7-20 12:49:29
389195,美國職棒,San Francisco Giants,1.65,1.85,Cincinnati Reds,2023-7-20 12:49:29
389196,美國職棒,Milwaukee Brewers,1.9,1.6,Philadelphia Phillies,2023-7-20 12:49:29
389197,美國職棒,San Diego Padres,1.65,1.85,Toronto Blue Jays,2023-7-20 12:49:29
389198,美國職棒,Chicago White Sox,2.15,1.45,New York Mets,2023-7-20 12:49:29
389199,美國職棒,Minnesota Twins,1.95,1.55,Seattle Mariners,2023-7-20 12:49:29
389200,美國職棒,Baltimore Orioles,2.3,1.4,Tampa Bay Rays,2023-7-20 12:49:29
389201,美國職棒,St. Louis Cardinals,1.95,1.55,Chicago Cubs,2023-7-20 12:49:29
389202,美國職棒,Houston Astros,1.35,2.45,Oakland Athletics,2023-7-20 12:49:29
389287,韓國職棒,SSG Landers,1.9,1.6,LG Twins,2023-7-21 05:30:44
389288,韓國職棒,Kiwoom Heroes,1.55,1.95,Lotte Giants,2023-7-21 05:30:44
389289,韓國職棒,KT Wiz,1.65,1.85,Samsung Lions,2023-7-21 05:30:44
389290,韓國職棒,Doosan Bears,1.6,1.9,Kia Tigers,2023-7-21 05:30:44
389291,韓國職棒,NC Dinos,1.6,1.9,Hanwha Eagles,2023-7-21 05:30:44
389311,美國職棒,St. Louis Cardinals,1.85,1.65,Chicago Cubs,2023-7-21 05:30:44
389312,美國職棒,Baltimore Orioles,2.05,1.5,Tampa Bay Rays,2023-7-21 05:30:44
389313,美國職棒,San Diego Padres,1.55,1.95,Detroit Tigers,2023-7-21 05:30:44
389314,美國職棒,San Francisco Giants,1.45,2.15,Washington Nationals,2023-7-21 05:30:44
389315,美國職棒,Kansas City Royals,2.45,1.35,New York Yankees,2023-7-21 05:30:44
389316,美國職棒,Philadelphia Phillies,1.65,1.85,Cleveland Guardians,2023-7-21 05:30:44
389317,美國職棒,Arizona Diamondbacks,1.85,1.65,Cincinnati Reds,2023-7-21 05:30:44
389318,美國職棒,New York Mets,1.85,1.65,Boston Red Sox,2023-7-21 05:30:44
389319,美國職棒,Los Angeles Dodgers,1.9,1.6,Texas Rangers,2023-7-21 05:30:44
389320,美國職棒,Chicago White Sox,2.15,1.45,Minnesota Twins,2023-7-21 05:30:44
389321,美國職棒,Atlanta Braves,1.65,1.85,Milwaukee Brewers,2023-7-21 05:30:44
389322,美國職棒,Pittsburgh Pirates,2.45,1.35,Los Angeles Angels,2023-7-21 05:30:44
389323,美國職棒,Houston Astros,1.25,2.85,Oakland Athletics,2023-7-21 05:30:44
389324,美國職棒,Toronto Blue Jays,1.9,1.6,Seattle Mariners,2023-7-21 05:30:44
389311,美國職棒,St. Louis Cardinals,1.95,1.55,Chicago Cubs,2023-7-21 12:47:21
389312,美國職棒,Baltimore Orioles,2.05,1.5,Tampa Bay Rays,2023-7-21 12:47:21
389313,美國職棒,San Diego Padres,1.55,1.95,Detroit Tigers,2023-7-21 12:47:21
389314,美國職棒,San Francisco Giants,1.45,2.15,Washington Nationals,2023-7-21 12:47:21
389315,美國職棒,Kansas City Royals,2.6,1.3,New York Yankees,2023-7-21 12:47:21
389316,美國職棒,Philadelphia Phillies,1.65,1.85,Cleveland Guardians,2023-7-21 12:47:21
389317,美國職棒,Arizona Diamondbacks,1.85,1.65,Cincinnati Reds,2023-7-21 12:47:21
389318,美國職棒,New York Mets,1.85,1.65,Boston Red Sox,2023-7-21 12:47:21
389319,美國職棒,Los Angeles Dodgers,1.9,1.6,Texas Rangers,2023-7-21 12:47:21
389320,美國職棒,Chicago White Sox,2.15,1.45,Minnesota Twins,2023-7-21 12:47:21
389321,美國職棒,Atlanta Braves,1.65,1.85,Milwaukee Brewers,2023-7-21 12:47:21
389322,美國職棒,Pittsburgh Pirates,2.6,1.3,Los Angeles Angels,2023-7-21 12:47:21
389324,美國職棒,Toronto Blue Jays,1.8,1.7,Seattle Mariners,2023-7-21 12:47:21
389367,韓國職棒,SSG Landers,2.3,1.4,LG Twins,2023-07-22 05:30:56
389368,韓國職棒,Kiwoom Heroes,1.7,1.8,Lotte Giants,2023-07-22 05:30:56
389369,韓國職棒,KT Wiz,1.6,1.9,Samsung Lions,2023-07-22 05:30:56
389370,韓國職棒,Doosan Bears,1.8,1.7,Kia Tigers,2023-07-22 05:30:56
389371,韓國職棒,NC Dinos,1.8,1.7,Hanwha Eagles,2023-07-22 05:30:56
389372,太平洋聯盟,Fukuoka Softbank Hawks,1.65,1.85,Chiba Lotte Marines,2023-07-22 05:30:56
389373,太平洋聯盟,Hokkaido Nippon-Ham Fighters,1.85,1.65,Orix Buffaloes,2023-07-22 05:30:56
389374,太平洋聯盟,Tohoku Rakuten Golden Eagles,1.8,1.7,Saitama Seibu Lions,2023-07-22 05:30:56
389375,中央聯盟,Chunichi Dragons,1.9,1.6,Hiroshima Toyo Carp,2023-07-22 05:30:56
389376,中央聯盟,Hanshin Tigers,1.65,1.85,Tokyo Yakult Swallows,2023-07-22 05:30:56
389377,中央聯盟,Yomiuri Giants,1.8,1.7,Yokohama Dena Baystars,2023-07-22 05:30:56
389400,美國職棒,Kansas City Royals,2.6,1.3,New York Yankees,2023-07-22 05:30:56
389401,美國職棒,Los Angeles Dodgers,1.65,1.85,Texas Rangers,2023-07-22 05:30:56
389402,美國職棒,Baltimore Orioles,2.3,1.4,Tampa Bay Rays,2023-07-22 05:30:56
389403,美國職棒,Toronto Blue Jays,1.55,1.95,Seattle Mariners,2023-07-22 05:30:56
389404,美國職棒,New York Mets,1.8,1.7,Boston Red Sox,2023-07-22 05:30:56
